contig_191	1	2	1122.0
contig_191	2	3	1127.0
contig_191	3	4	1125.0
contig_191	4	5	1110.0
contig_191	5	6	1110.0
contig_191	6	7	1108.0
contig_191	7	8	1103.0
contig_191	8	9	1095.0
contig_191	9	10	1084.0
contig_191	10	11	1077.0
contig_191	11	12	1071.0
contig_191	12	13	1068.0
contig_191	13	14	1095.0
contig_191	14	15	1088.0
contig_191	15	16	1088.0
contig_191	16	17	1116.0
contig_191	17	18	1123.0
contig_191	18	19	1117.0
contig_191	19	20	1112.0
contig_191	20	21	1124.0
contig_191	21	22	1122.0
contig_191	22	23	1114.0
contig_191	23	24	1112.0
contig_191	24	25	1123.0
contig_191	25	26	1124.0
contig_191	26	27	1119.0
contig_191	27	28	1115.0
contig_191	28	29	1110.0
contig_191	29	30	1120.0
contig_191	30	31	1130.0
contig_191	31	32	1136.0
contig_191	32	33	1145.0
contig_191	33	34	1139.0
contig_191	34	35	1152.0
contig_191	35	36	1149.0
contig_191	36	37	1149.0
contig_191	37	38	1154.0
contig_191	38	39	1156.0
contig_191	39	40	1159.0
contig_191	40	41	1170.0
contig_191	41	42	1162.0
contig_191	42	43	1163.0
contig_191	43	44	1154.0
contig_191	44	45	1167.0
contig_191	45	46	1179.0
contig_191	46	47	1192.0
contig_191	47	48	1168.0
contig_191	48	49	1180.0
contig_191	49	50	1168.0
contig_191	50	51	1164.0
contig_191	51	52	1162.0
contig_191	52	53	1160.0
contig_191	53	54	1168.0
contig_191	54	55	1161.0
contig_191	55	56	1150.0
contig_191	56	57	1161.0
contig_191	57	58	1157.0
contig_191	58	59	1162.0
contig_191	59	60	1166.0
contig_191	60	61	1168.0
contig_191	61	62	1171.0
contig_191	62	63	1172.0
contig_191	63	64	1158.0
contig_191	64	65	1157.0
contig_191	65	66	1174.0
contig_191	66	67	1154.0
contig_191	67	68	1147.0
contig_191	68	69	1134.0
contig_191	69	70	1131.0
contig_191	70	71	1109.0
contig_191	71	72	1105.0
contig_191	72	73	1102.0
contig_191	73	74	1124.0
contig_191	74	75	1132.0
contig_191	75	76	1151.0
contig_191	76	77	1160.0
contig_191	77	78	1161.0
contig_191	78	79	1159.0
contig_191	79	80	1146.0
contig_191	80	81	1134.0
contig_191	81	82	1129.0
contig_191	82	83	1143.0
contig_191	83	84	1155.0
contig_191	84	85	1180.0
contig_191	85	86	1186.0
contig_191	86	87	1190.0
contig_191	87	88	1201.0
contig_191	88	89	1200.0
contig_191	89	90	1193.0
contig_191	90	91	1179.0
contig_191	91	92	1183.0
contig_191	92	93	1190.0
contig_191	93	94	1191.0
contig_191	94	95	1183.0
contig_191	95	96	1179.0
contig_191	96	97	1178.0
contig_191	97	98	1192.0
contig_191	98	99	1190.0
contig_191	99	100	1174.0
contig_191	100	101	1160.0
contig_191	101	102	1154.0
contig_191	102	103	1148.0
contig_191	103	104	1149.0
contig_191	104	105	1134.0
contig_191	105	106	1127.0
contig_191	106	107	1093.0
contig_191	107	108	1107.0
contig_191	108	109	1108.0
contig_191	109	110	1086.0
contig_191	110	111	1076.0
contig_191	111	112	1062.0
contig_191	112	113	1075.0
contig_191	113	114	1071.0
contig_191	114	115	1068.0
contig_191	115	116	1066.0
contig_191	116	117	1080.0
contig_191	117	118	1082.0
contig_191	118	119	1074.0
contig_191	119	120	1070.0
contig_191	120	121	1070.0
contig_191	121	122	1067.0
contig_191	122	123	1068.0
contig_191	123	124	1066.0
contig_191	124	125	1074.0
contig_191	125	126	1085.0
contig_191	126	127	1081.0
contig_191	127	128	1083.0
contig_191	128	129	1075.0
contig_191	129	130	1085.0
contig_191	130	131	1070.0
contig_191	131	132	1063.0
contig_191	132	133	1050.0
contig_191	133	134	1043.0
contig_191	134	135	1061.0
contig_191	135	136	1065.0
contig_191	136	137	1064.0
contig_191	137	138	1064.0
contig_191	138	139	1047.0
contig_191	139	140	1032.0
contig_191	140	141	1032.0
contig_191	141	142	1021.0
contig_191	142	143	1021.0
contig_191	143	144	1014.0
contig_191	144	145	1027.0
contig_191	145	146	1020.0
contig_191	146	147	1020.0
contig_191	147	148	1014.0
contig_191	148	149	1023.0
contig_191	149	150	1023.0
contig_191	150	151	1007.0
contig_191	151	152	1011.0
contig_191	152	153	1013.0
contig_191	153	154	1020.0
contig_191	154	155	1020.0
contig_191	155	156	1047.0
contig_191	156	157	1060.0
contig_191	157	158	1050.0
contig_191	158	159	1039.0
contig_191	159	160	1039.0
contig_191	160	161	1039.0
contig_191	161	162	1038.0
contig_191	162	163	1035.0
contig_191	163	164	1039.0
contig_191	164	165	1050.0
contig_191	165	166	1050.0
contig_191	166	167	1042.0
contig_191	167	168	1047.0
contig_191	168	169	1054.0
contig_191	169	170	1063.0
contig_191	170	171	1057.0
contig_191	171	172	1055.0
contig_191	172	173	1032.0
contig_191	173	174	1032.0
contig_191	174	175	1030.0
contig_191	175	176	1036.0
contig_191	176	177	1045.0
contig_191	177	178	1052.0
contig_191	178	179	1052.0
contig_191	179	180	1044.0
contig_191	180	181	1017.0
contig_191	181	182	1008.0
contig_191	182	183	988.0
contig_191	183	184	996.0
contig_191	184	185	987.0
contig_191	185	186	995.0
contig_191	186	187	1001.0
contig_191	187	188	993.0
contig_191	188	189	1001.0
contig_191	189	190	996.0
contig_191	190	191	982.0
contig_191	191	192	993.0
contig_191	192	193	998.0
contig_191	193	194	1013.0
contig_191	194	195	1014.0
contig_191	195	196	1009.0
contig_191	196	197	1019.0
contig_191	197	198	1019.0
contig_191	198	199	1003.0
contig_191	199	200	998.0
contig_191	200	201	998.0
contig_191	201	202	1005.0
contig_191	202	203	1022.0
contig_191	203	204	1014.0
contig_191	204	205	1013.0
contig_191	205	206	1013.0
contig_191	206	207	1011.0
contig_191	207	208	1017.0
